shipment_id,order_id,shipment_date,delivery_date,days_between_shipement_delivery,carrier,tracking_number,shipment_status,updated_at
8851,8851,2024-08-17,2024-08-18,1,UPS,TRK996084,Shipped,
8962,8962,2024-09-27,2024-09-28,1,UPS,TRK560835,Shipped,
9151,9151,2024-03-14,2024-03-15,1,UPS,TRK072080,Shipped,
9235,9235,2024-08-14,2024-08-15,1,UPS,TRK443016,Shipped,
9298,9298,2024-08-29,2024-08-30,1,UPS,TRK983984,Shipped,
9481,9481,2024-05-07,2024-05-08,1,UPS,TRK899721,Shipped,
9484,9484,2023-12-12,2023-12-13,1,UPS,TRK917463,Shipped,
9571,9571,2024-07-11,2024-07-12,1,UPS,TRK753156,Shipped,
9667,9667,2024-06-04,2024-06-05,1,UPS,TRK657756,Shipped,
9676,9676,2024-03-23,2024-03-24,1,UPS,TRK652293,Shipped,
9727,9727,2023-12-12,2023-12-13,1,UPS,TRK586297,Shipped,
9775,9775,2024-09-10,2024-09-11,1,UPS,TRK231410,Shipped,
9865,9865,2024-07-05,2024-07-06,1,UPS,TRK357616,Shipped,
10072,10072,2024-02-15,2024-02-16,1,UPS,TRK705069,Shipped,
10126,10126,2024-10-22,2024-10-23,1,UPS,TRK455043,Shipped,
10273,10273,2024-10-07,2024-10-08,1,UPS,TRK609483,Shipped,
10498,10498,2024-06-12,2024-06-13,1,UPS,TRK937544,Shipped,
10528,10528,2024-04-15,2024-04-16,1,UPS,TRK644228,Shipped,
10708,10708,2024-10-14,2024-10-15,1,UPS,TRK541714,Shipped,
10765,10765,2023-11-19,2023-11-20,1,UPS,TRK396244,Shipped,
10822,10822,2024-10-19,2024-10-20,1,UPS,TRK318207,Shipped,
10882,10882,2024-01-29,2024-01-30,1,UPS,TRK804817,Shipped,
11026,11026,2023-12-11,2023-12-12,1,UPS,TRK863137,Shipped,
11047,11047,2023-11-21,2023-11-22,1,UPS,TRK114528,Shipped,
11071,11071,2024-07-12,2024-07-13,1,UPS,TRK566395,Shipped,
11218,11218,2024-09-23,2024-09-24,1,UPS,TRK718028,Shipped,
11338,11338,2024-07-15,2024-07-16,1,UPS,TRK029215,Shipped,
11377,11377,2024-08-03,2024-08-04,1,UPS,TRK866208,Shipped,
11524,11524,2024-09-26,2024-09-27,1,UPS,TRK169176,Shipped,
11539,11539,2024-07-22,2024-07-23,1,UPS,TRK822324,Shipped,
11557,11557,2024-04-04,2024-04-05,1,UPS,TRK009455,Shipped,
11701,11701,2024-06-26,2024-06-27,1,UPS,TRK951143,Shipped,
11791,11791,2024-10-20,2024-10-21,1,UPS,TRK477623,Shipped,
11866,11866,2024-02-24,2024-02-25,1,UPS,TRK152622,Shipped,
11902,11902,2024-09-16,2024-09-17,1,UPS,TRK382323,Shipped,
12040,12040,2023-12-12,2023-12-13,1,UPS,TRK204317,Shipped,
12079,12079,2024-06-30,2024-07-01,1,UPS,TRK251052,Shipped,
12121,12121,2023-11-14,2023-11-15,1,UPS,TRK381825,Shipped,
12208,12208,2024-04-18,2024-04-19,1,UPS,TRK217168,Shipped,
12238,12238,2024-05-22,2024-05-23,1,UPS,TRK963018,Shipped,
12544,12544,2024-04-24,2024-04-25,1,UPS,TRK431623,Shipped,
12547,12547,2023-12-19,2023-12-20,1,UPS,TRK606774,Shipped,
12658,12658,2024-03-31,2024-04-01,1,UPS,TRK344331,Shipped,
12709,12709,2024-05-15,2024-05-16,1,UPS,TRK983674,Shipped,
12721,12721,2024-04-26,2024-04-27,1,UPS,TRK971441,Shipped,
12946,12946,2024-05-31,2024-06-01,1,UPS,TRK358655,Shipped,
13006,13006,2024-07-04,2024-07-05,1,UPS,TRK706140,Shipped,
13081,13081,2023-12-25,2023-12-26,1,UPS,TRK632548,Shipped,
13222,13222,2024-10-05,2024-10-06,1,UPS,TRK377939,Shipped,
13243,13243,2024-10-12,2024-10-13,1,UPS,TRK173420,Shipped,
13390,13390,2024-08-09,2024-08-10,1,UPS,TRK224464,Shipped,
13399,13399,2023-11-26,2023-11-27,1,UPS,TRK855474,Shipped,
13447,13447,2024-09-23,2024-09-24,1,UPS,TRK081610,Shipped,
13465,13465,2024-06-01,2024-06-02,1,UPS,TRK954427,Shipped,
13552,13552,2024-08-31,2024-09-01,1,UPS,TRK181393,Shipped,
13561,13561,2024-10-29,2024-10-30,1,UPS,TRK097859,Shipped,
13606,13606,2024-01-12,2024-01-13,1,UPS,TRK558791,Shipped,
13738,13738,2024-06-06,2024-06-07,1,UPS,TRK767077,Shipped,
13786,13786,2023-11-11,2023-11-12,1,UPS,TRK499752,Shipped,
13900,13900,2024-06-06,2024-06-07,1,UPS,TRK476244,Shipped,
14017,14017,2024-03-26,2024-03-27,1,UPS,TRK276061,Shipped,
14134,14134,2024-11-02,2024-11-03,1,UPS,TRK943999,Shipped,
14170,14170,2024-05-09,2024-05-10,1,UPS,TRK545538,Shipped,
14380,14380,2024-06-18,2024-06-19,1,UPS,TRK714228,Shipped,
14425,14425,2024-08-04,2024-08-05,1,UPS,TRK587705,Shipped,
14446,14446,2024-03-21,2024-03-22,1,UPS,TRK378067,Shipped,
14452,14452,2024-03-07,2024-03-08,1,UPS,TRK206594,Shipped,
14647,14647,2023-11-16,2023-11-17,1,UPS,TRK883963,Shipped,
14860,14860,2024-05-29,2024-05-30,1,UPS,TRK939001,Shipped,
151,151,2024-10-07,2024-10-15,8,UPS,TRK980624,Shipped,
262,262,2023-11-14,2023-11-22,8,UPS,TRK269867,Shipped,
610,610,2024-05-19,2024-05-27,8,UPS,TRK909073,Shipped,
733,733,2024-06-14,2024-06-22,8,UPS,TRK749704,Shipped,
1135,1135,2024-05-22,2024-05-30,8,UPS,TRK925324,Shipped,
1387,1387,2024-06-18,2024-06-26,8,UPS,TRK089051,Shipped,
1522,1522,2023-11-11,2023-11-19,8,UPS,TRK388636,Shipped,
1558,1558,2024-04-03,2024-04-11,8,UPS,TRK244561,Shipped,
1585,1585,2024-02-08,2024-02-16,8,UPS,TRK889995,Shipped,
1621,1621,2024-08-15,2024-08-23,8,UPS,TRK206412,Shipped,
1735,1735,2024-02-21,2024-02-29,8,UPS,TRK922917,Shipped,
1756,1756,2024-03-31,2024-04-08,8,UPS,TRK742497,Shipped,
1843,1843,2024-05-07,2024-05-15,8,UPS,TRK049832,Shipped,
1924,1924,2024-07-17,2024-07-25,8,UPS,TRK980278,Shipped,
2107,2107,2024-07-09,2024-07-17,8,UPS,TRK224498,Shipped,
2191,2191,2024-02-01,2024-02-09,8,UPS,TRK281550,Shipped,
2221,2221,2024-04-05,2024-04-13,8,UPS,TRK138143,Shipped,
2248,2248,2024-01-03,2024-01-11,8,UPS,TRK756680,Shipped,
2251,2251,2024-05-27,2024-06-04,8,UPS,TRK201457,Shipped,
2476,2476,2024-02-11,2024-02-19,8,UPS,TRK075328,Shipped,
2536,2536,2023-12-04,2023-12-12,8,UPS,TRK787579,Shipped,
2596,2596,2024-11-01,2024-11-09,8,UPS,TRK584590,Shipped,
2755,2755,2024-06-30,2024-07-08,8,UPS,TRK826133,Shipped,
2779,2779,2024-03-30,2024-04-07,8,UPS,TRK809826,Shipped,
2830,2830,2024-08-23,2024-08-31,8,UPS,TRK315620,Shipped,
2956,2956,2024-01-18,2024-01-26,8,UPS,TRK446272,Shipped,
3112,3112,2024-01-12,2024-01-20,8,UPS,TRK323974,Shipped,
3229,3229,2024-03-08,2024-03-16,8,UPS,TRK599943,Shipped,
3274,3274,2023-12-08,2023-12-16,8,UPS,TRK400761,Shipped,
3352,3352,2024-04-02,2024-04-10,8,UPS,TRK704746,Shipped,
3559,3559,2024-01-09,2024-01-17,8,UPS,TRK551047,Shipped,
3583,3583,2024-06-09,2024-06-17,8,UPS,TRK030488,Shipped,
3655,3655,2023-11-22,2023-11-30,8,UPS,TRK452560,Shipped,
3949,3949,2024-07-07,2024-07-15,8,UPS,TRK101770,Shipped,
4027,4027,2024-08-12,2024-08-20,8,UPS,TRK662457,Shipped,
4066,4066,2023-12-22,2023-12-30,8,UPS,TRK927079,Shipped,
4153,4153,2024-02-21,2024-02-29,8,UPS,TRK248083,Shipped,
4201,4201,2024-10-13,2024-10-21,8,UPS,TRK545794,Shipped,
4345,4345,2024-09-24,2024-10-02,8,UPS,TRK505215,Shipped,
4813,4813,2024-09-16,2024-09-24,8,UPS,TRK441586,Shipped,
5248,5248,2024-11-05,2024-11-13,8,UPS,TRK690518,Shipped,
5407,5407,2023-12-22,2023-12-30,8,UPS,TRK488237,Shipped,
5410,5410,2024-03-17,2024-03-25,8,UPS,TRK380936,Shipped,
5428,5428,2024-05-16,2024-05-24,8,UPS,TRK220549,Shipped,
5485,5485,2024-09-03,2024-09-11,8,UPS,TRK138254,Shipped,
5875,5875,2024-02-08,2024-02-16,8,UPS,TRK227774,Shipped,
6448,6448,2024-01-13,2024-01-21,8,UPS,TRK011289,Shipped,
6733,6733,2024-01-11,2024-01-19,8,UPS,TRK545373,Shipped,
6814,6814,2024-03-21,2024-03-29,8,UPS,TRK038412,Shipped,
6847,6847,2024-08-22,2024-08-30,8,UPS,TRK099875,Shipped,
6943,6943,2024-04-11,2024-04-19,8,UPS,TRK148453,Shipped,
7150,7150,2024-06-16,2024-06-24,8,UPS,TRK968838,Shipped,
7387,7387,2024-06-03,2024-06-11,8,UPS,TRK772877,Shipped,
7714,7714,2024-05-25,2024-06-02,8,UPS,TRK323257,Shipped,
7882,7882,2024-01-10,2024-01-18,8,UPS,TRK499579,Shipped,
7954,7954,2024-03-31,2024-04-08,8,UPS,TRK385242,Shipped,
8158,8158,2024-05-19,2024-05-27,8,UPS,TRK711695,Shipped,
8374,8374,2024-07-08,2024-07-16,8,UPS,TRK539069,Shipped,
8626,8626,2024-10-08,2024-10-16,8,UPS,TRK671663,Shipped,
8683,8683,2024-04-02,2024-04-10,8,UPS,TRK660491,Shipped,
8839,8839,2024-08-28,2024-09-05,8,UPS,TRK168652,Shipped,
8854,8854,2023-12-19,2023-12-27,8,UPS,TRK938456,Shipped,
8875,8875,2024-09-09,2024-09-17,8,UPS,TRK966292,Shipped,
8959,8959,2024-10-19,2024-10-27,8,UPS,TRK779597,Shipped,
9037,9037,2024-02-03,2024-02-11,8,UPS,TRK954264,Shipped,
9082,9082,2024-09-06,2024-09-14,8,UPS,TRK927341,Shipped,
9088,9088,2024-06-26,2024-07-04,8,UPS,TRK459685,Shipped,
9106,9106,2023-11-22,2023-11-30,8,UPS,TRK842365,Shipped,
9229,9229,2024-10-23,2024-10-31,8,UPS,TRK081687,Shipped,
9283,9283,2023-12-06,2023-12-14,8,UPS,TRK319782,Shipped,
9478,9478,2024-06-15,2024-06-23,8,UPS,TRK787889,Shipped,
9526,9526,2024-08-07,2024-08-15,8,UPS,TRK150233,Shipped,
9538,9538,2024-04-13,2024-04-21,8,UPS,TRK772264,Shipped,
9613,9613,2024-10-17,2024-10-25,8,UPS,TRK448945,Shipped,
9673,9673,2024-02-05,2024-02-13,8,UPS,TRK917887,Shipped,
9709,9709,2024-09-30,2024-10-08,8,UPS,TRK306771,Shipped,
9778,9778,2023-11-19,2023-11-27,8,UPS,TRK392259,Shipped,
9880,9880,2024-01-09,2024-01-17,8,UPS,TRK442119,Shipped,
10141,10141,2024-08-03,2024-08-11,8,UPS,TRK713094,Shipped,
10261,10261,2024-08-23,2024-08-31,8,UPS,TRK959241,Shipped,
10315,10315,2024-09-18,2024-09-26,8,UPS,TRK527245,Shipped,
10378,10378,2024-01-10,2024-01-18,8,UPS,TRK976349,Shipped,
10456,10456,2024-04-18,2024-04-26,8,UPS,TRK310330,Shipped,
10495,10495,2024-03-12,2024-03-20,8,UPS,TRK857901,Shipped,
10732,10732,2024-01-28,2024-02-05,8,UPS,TRK998078,Shipped,
11080,11080,2024-04-19,2024-04-27,8,UPS,TRK599619,Shipped,
11098,11098,2024-02-20,2024-02-28,8,UPS,TRK723860,Shipped,
11122,11122,2024-01-05,2024-01-13,8,UPS,TRK769919,Shipped,
11263,11263,2024-10-07,2024-10-15,8,UPS,TRK143057,Shipped,
11302,11302,2024-02-23,2024-03-02,8,UPS,TRK832987,Shipped,
11314,11314,2023-12-21,2023-12-29,8,UPS,TRK336784,Shipped,
11323,11323,2024-10-05,2024-10-13,8,UPS,TRK549069,Shipped,
11353,11353,2024-08-06,2024-08-14,8,UPS,TRK000868,Shipped,
11500,11500,2024-09-18,2024-09-26,8,UPS,TRK858228,Shipped,
11590,11590,2024-01-16,2024-01-24,8,UPS,TRK613938,Shipped,
11725,11725,2024-06-11,2024-06-19,8,UPS,TRK468672,Shipped,
11803,11803,2024-06-21,2024-06-29,8,UPS,TRK474244,Shipped,
11884,11884,2024-02-16,2024-02-24,8,UPS,TRK700406,Shipped,
11947,11947,2024-04-03,2024-04-11,8,UPS,TRK825365,Shipped,
11953,11953,2024-07-26,2024-08-03,8,UPS,TRK890686,Shipped,
12070,12070,2024-03-12,2024-03-20,8,UPS,TRK164463,Shipped,
12145,12145,2024-05-16,2024-05-24,8,UPS,TRK995619,Shipped,
12157,12157,2024-02-06,2024-02-14,8,UPS,TRK239607,Shipped,
12199,12199,2024-07-08,2024-07-16,8,UPS,TRK255780,Shipped,
12229,12229,2023-12-07,2023-12-15,8,UPS,TRK703746,Shipped,
12346,12346,2024-07-30,2024-08-07,8,UPS,TRK628580,Shipped,
12472,12472,2024-02-15,2024-02-23,8,UPS,TRK624876,Shipped,
12541,12541,2024-08-23,2024-08-31,8,UPS,TRK933715,Shipped,
12595,12595,2023-11-23,2023-12-01,8,UPS,TRK847936,Shipped,
12745,12745,2024-08-12,2024-08-20,8,UPS,TRK855713,Shipped,
12865,12865,2024-01-31,2024-02-08,8,UPS,TRK860700,Shipped,
13168,13168,2024-03-04,2024-03-12,8,UPS,TRK625523,Shipped,
13249,13249,2024-08-12,2024-08-20,8,UPS,TRK176064,Shipped,
13543,13543,2024-02-26,2024-03-05,8,UPS,TRK077825,Shipped,
13663,13663,2024-08-22,2024-08-30,8,UPS,TRK455128,Shipped,
13690,13690,2023-11-27,2023-12-05,8,UPS,TRK624513,Shipped,
13804,13804,2024-01-04,2024-01-12,8,UPS,TRK836819,Shipped,
13813,13813,2024-04-21,2024-04-29,8,UPS,TRK357159,Shipped,
13885,13885,2024-03-01,2024-03-09,8,UPS,TRK670493,Shipped,
13921,13921,2023-12-01,2023-12-09,8,UPS,TRK882939,Shipped,
13963,13963,2023-11-16,2023-11-24,8,UPS,TRK490075,Shipped,
14020,14020,2024-01-03,2024-01-11,8,UPS,TRK819100,Shipped,
14089,14089,2023-12-15,2023-12-23,8,UPS,TRK273890,Shipped,
14332,14332,2024-02-14,2024-02-22,8,UPS,TRK652999,Shipped,
14335,14335,2023-12-13,2023-12-21,8,UPS,TRK006603,Shipped,
14560,14560,2024-04-06,2024-04-14,8,UPS,TRK220617,Shipped,
14596,14596,2024-02-08,2024-02-16,8,UPS,TRK591573,Shipped,
14638,14638,2024-02-11,2024-02-19,8,UPS,TRK546038,Shipped,
14707,14707,2024-05-15,2024-05-23,8,UPS,TRK995531,Shipped,
34,34,2024-02-10,2024-02-16,6,UPS,TRK056656,Shipped,
64,64,2024-04-12,2024-04-18,6,UPS,TRK401740,Shipped,
268,268,2024-09-21,2024-09-27,6,UPS,TRK777366,Shipped,
340,340,2024-02-03,2024-02-09,6,UPS,TRK744530,Shipped,
349,349,2024-08-19,2024-08-25,6,UPS,TRK485810,Shipped,
460,460,2024-08-12,2024-08-18,6,UPS,TRK795317,Shipped,
514,514,2024-05-05,2024-05-11,6,UPS,TRK650740,Shipped,
619,619,2024-05-18,2024-05-24,6,UPS,TRK721979,Shipped,
670,670,2024-01-18,2024-01-24,6,UPS,TRK139100,Shipped,
688,688,2023-11-20,2023-11-26,6,UPS,TRK817751,Shipped,
778,778,2024-08-15,2024-08-21,6,UPS,TRK024577,Shipped,
781,781,2024-07-15,2024-07-21,6,UPS,TRK062028,Shipped,
790,790,2024-06-17,2024-06-23,6,UPS,TRK410446,Shipped,
874,874,2024-10-25,2024-10-31,6,UPS,TRK430165,Shipped,
964,964,2024-06-25,2024-07-01,6,UPS,TRK188442,Shipped,
973,973,2024-10-11,2024-10-17,6,UPS,TRK294873,Shipped,
991,991,2024-06-10,2024-06-16,6,UPS,TRK415471,Shipped,
1018,1018,2024-01-19,2024-01-25,6,UPS,TRK239274,Shipped,
1060,1060,2024-05-16,2024-05-22,6,UPS,TRK745086,Shipped,
1108,1108,2024-08-15,2024-08-21,6,UPS,TRK496323,Shipped,
1204,1204,2024-03-06,2024-03-12,6,UPS,TRK183266,Shipped,
1216,1216,2024-10-22,2024-10-28,6,UPS,TRK316893,Shipped,
1312,1312,2024-09-02,2024-09-08,6,UPS,TRK803822,Shipped,
1336,1336,2024-04-11,2024-04-17,6,UPS,TRK114768,Shipped,
1342,1342,2024-08-13,2024-08-19,6,UPS,TRK075317,Shipped,
1366,1366,2023-12-05,2023-12-11,6,UPS,TRK116659,Shipped,
1390,1390,2024-02-25,2024-03-02,6,UPS,TRK969293,Shipped,
1420,1420,2024-07-06,2024-07-12,6,UPS,TRK581062,Shipped,
1498,1498,2024-02-04,2024-02-10,6,UPS,TRK689317,Shipped,
1549,1549,2024-11-03,2024-11-09,6,UPS,TRK785756,Shipped,
1615,1615,2024-06-03,2024-06-09,6,UPS,TRK396841,Shipped,
1636,1636,2024-09-27,2024-10-03,6,UPS,TRK425208,Shipped,
1639,1639,2024-09-22,2024-09-28,6,UPS,TRK596413,Shipped,
1684,1684,2024-08-30,2024-09-05,6,UPS,TRK928618,Shipped,
1720,1720,2024-06-30,2024-07-06,6,UPS,TRK170204,Shipped,
1864,1864,2024-05-03,2024-05-09,6,UPS,TRK480140,Shipped,
1876,1876,2024-01-05,2024-01-11,6,UPS,TRK953568,Shipped,
1927,1927,2024-11-06,2024-11-12,6,UPS,TRK862273,Shipped,
1930,1930,2024-03-01,2024-03-07,6,UPS,TRK568113,Shipped,
1957,1957,2024-05-05,2024-05-11,6,UPS,TRK976409,Shipped,
1990,1990,2024-06-09,2024-06-15,6,UPS,TRK890577,Shipped,
2017,2017,2023-11-13,2023-11-19,6,UPS,TRK770001,Shipped,
2227,2227,2024-04-02,2024-04-08,6,UPS,TRK558920,Shipped,
2320,2320,2024-05-05,2024-05-11,6,UPS,TRK749183,Shipped,
2434,2434,2024-02-03,2024-02-09,6,UPS,TRK157668,Shipped,
2458,2458,2024-01-31,2024-02-06,6,UPS,TRK915314,Shipped,
2530,2530,2024-08-01,2024-08-07,6,UPS,TRK781308,Shipped,
2623,2623,2024-05-13,2024-05-19,6,UPS,TRK297279,Shipped,
2671,2671,2023-11-22,2023-11-28,6,UPS,TRK098890,Shipped,
2683,2683,2023-11-20,2023-11-26,6,UPS,TRK393196,Shipped,
2776,2776,2024-07-05,2024-07-11,6,UPS,TRK956946,Shipped,
2821,2821,2024-09-02,2024-09-08,6,UPS,TRK774771,Shipped,
2899,2899,2024-10-19,2024-10-25,6,UPS,TRK833108,Shipped,
2905,2905,2024-09-28,2024-10-04,6,UPS,TRK241700,Shipped,
2929,2929,2024-09-02,2024-09-08,6,UPS,TRK626559,Shipped,
2953,2953,2024-02-05,2024-02-11,6,UPS,TRK836580,Shipped,
3058,3058,2024-03-17,2024-03-23,6,UPS,TRK857611,Shipped,
3145,3145,2023-11-21,2023-11-27,6,UPS,TRK366225,Shipped,
3193,3193,2024-09-22,2024-09-28,6,UPS,TRK979644,Shipped,
3232,3232,2024-10-20,2024-10-26,6,UPS,TRK141536,Shipped,
3313,3313,2024-05-09,2024-05-15,6,UPS,TRK329575,Shipped,
3343,3343,2024-11-04,2024-11-10,6,UPS,TRK704539,Shipped,
3409,3409,2024-02-14,2024-02-20,6,UPS,TRK389942,Shipped,
3412,3412,2024-07-25,2024-07-31,6,UPS,TRK153957,Shipped,
3451,3451,2024-07-28,2024-08-03,6,UPS,TRK187259,Shipped,
3493,3493,2024-07-15,2024-07-21,6,UPS,TRK370685,Shipped,
3580,3580,2024-02-02,2024-02-08,6,UPS,TRK021397,Shipped,
3601,3601,2024-03-13,2024-03-19,6,UPS,TRK563249,Shipped,
3610,3610,2024-04-25,2024-05-01,6,UPS,TRK998629,Shipped,
3622,3622,2023-11-18,2023-11-24,6,UPS,TRK267975,Shipped,
3625,3625,2024-02-14,2024-02-20,6,UPS,TRK813340,Shipped,
3661,3661,2024-01-21,2024-01-27,6,UPS,TRK817242,Shipped,
3700,3700,2024-10-12,2024-10-18,6,UPS,TRK233458,Shipped,
3709,3709,2024-06-22,2024-06-28,6,UPS,TRK942853,Shipped,
3793,3793,2023-12-21,2023-12-27,6,UPS,TRK262337,Shipped,
3877,3877,2024-06-06,2024-06-12,6,UPS,TRK711223,Shipped,
3883,3883,2024-02-06,2024-02-12,6,UPS,TRK464784,Shipped,
3895,3895,2024-01-15,2024-01-21,6,UPS,TRK264797,Shipped,
3913,3913,2024-03-28,2024-04-03,6,UPS,TRK157075,Shipped,
3925,3925,2024-02-10,2024-02-16,6,UPS,TRK344573,Shipped,
3928,3928,2024-06-11,2024-06-17,6,UPS,TRK004711,Shipped,
4018,4018,2024-07-02,2024-07-08,6,UPS,TRK815606,Shipped,
4039,4039,2024-04-06,2024-04-12,6,UPS,TRK982264,Shipped,
4165,4165,2024-10-23,2024-10-29,6,UPS,TRK686622,Shipped,
4225,4225,2024-04-30,2024-05-06,6,UPS,TRK860824,Shipped,
4237,4237,2023-11-12,2023-11-18,6,UPS,TRK407793,Shipped,
4585,4585,2023-11-26,2023-12-02,6,UPS,TRK421155,Shipped,
4597,4597,2023-12-12,2023-12-18,6,UPS,TRK245675,Shipped,
4699,4699,2023-12-06,2023-12-12,6,UPS,TRK578813,Shipped,
4711,4711,2024-04-06,2024-04-12,6,UPS,TRK497471,Shipped,
4768,4768,2024-08-15,2024-08-21,6,UPS,TRK622114,Shipped,
4876,4876,2024-08-25,2024-08-31,6,UPS,TRK589946,Shipped,
4924,4924,2024-03-07,2024-03-13,6,UPS,TRK693397,Shipped,
4936,4936,2024-04-27,2024-05-03,6,UPS,TRK950709,Shipped,
4984,4984,2023-11-08,2023-11-14,6,UPS,TRK581395,Shipped,
5041,5041,2023-12-26,2024-01-01,6,UPS,TRK848579,Shipped,
5191,5191,2024-07-17,2024-07-23,6,UPS,TRK210450,Shipped,
5266,5266,2023-11-17,2023-11-23,6,UPS,TRK311561,Shipped,
5269,5269,2024-10-28,2024-11-03,6,UPS,TRK938277,Shipped,
5341,5341,2024-10-19,2024-10-25,6,UPS,TRK738857,Shipped,
5356,5356,2024-10-04,2024-10-10,6,UPS,TRK142714,Shipped,
5413,5413,2023-12-13,2023-12-19,6,UPS,TRK764157,Shipped,
5419,5419,2023-12-21,2023-12-27,6,UPS,TRK242558,Shipped,
5521,5521,2024-01-15,2024-01-21,6,UPS,TRK334239,Shipped,
5623,5623,2024-07-26,2024-08-01,6,UPS,TRK338227,Shipped,
5668,5668,2023-12-29,2024-01-04,6,UPS,TRK446305,Shipped,
5683,5683,2024-05-31,2024-06-06,6,UPS,TRK511822,Shipped,
5695,5695,2024-09-24,2024-09-30,6,UPS,TRK738063,Shipped,
5749,5749,2023-12-26,2024-01-01,6,UPS,TRK595034,Shipped,
5773,5773,2023-12-09,2023-12-15,6,UPS,TRK370313,Shipped,
5854,5854,2024-09-15,2024-09-21,6,UPS,TRK795118,Shipped,
5881,5881,2024-04-18,2024-04-24,6,UPS,TRK901828,Shipped,
5887,5887,2024-04-17,2024-04-23,6,UPS,TRK509019,Shipped,
6007,6007,2024-03-17,2024-03-23,6,UPS,TRK854288,Shipped,
6199,6199,2024-04-01,2024-04-07,6,UPS,TRK234845,Shipped,
6211,6211,2024-05-16,2024-05-22,6,UPS,TRK947076,Shipped,
6247,6247,2024-08-26,2024-09-01,6,UPS,TRK535784,Shipped,
6304,6304,2024-09-26,2024-10-02,6,UPS,TRK809090,Shipped,
6343,6343,2024-07-19,2024-07-25,6,UPS,TRK693003,Shipped,
6364,6364,2024-01-31,2024-02-06,6,UPS,TRK616470,Shipped,
6391,6391,2024-02-25,2024-03-02,6,UPS,TRK521190,Shipped,
6397,6397,2024-04-11,2024-04-17,6,UPS,TRK109709,Shipped,
6454,6454,2024-03-24,2024-03-30,6,UPS,TRK009826,Shipped,
6598,6598,2024-03-10,2024-03-16,6,UPS,TRK974113,Shipped,
6703,6703,2024-10-10,2024-10-16,6,UPS,TRK639890,Shipped,
6718,6718,2024-10-02,2024-10-08,6,UPS,TRK055443,Shipped,
6835,6835,2023-12-24,2023-12-30,6,UPS,TRK180150,Shipped,
6844,6844,2024-08-30,2024-09-05,6,UPS,TRK081412,Shipped,
6859,6859,2024-08-11,2024-08-17,6,UPS,TRK827607,Shipped,
6901,6901,2024-10-06,2024-10-12,6,UPS,TRK093139,Shipped,
6925,6925,2023-12-03,2023-12-09,6,UPS,TRK176068,Shipped,
6982,6982,2024-03-19,2024-03-25,6,UPS,TRK836576,Shipped,
6994,6994,2024-02-16,2024-02-22,6,UPS,TRK571589,Shipped,
7081,7081,2024-06-17,2024-06-23,6,UPS,TRK427425,Shipped,
7117,7117,2024-10-23,2024-10-29,6,UPS,TRK726717,Shipped,
7165,7165,2024-09-01,2024-09-07,6,UPS,TRK114538,Shipped,
7174,7174,2024-01-30,2024-02-05,6,UPS,TRK973338,Shipped,
7213,7213,2024-01-11,2024-01-17,6,UPS,TRK430597,Shipped,
7222,7222,2024-06-05,2024-06-11,6,UPS,TRK114756,Shipped,
7357,7357,2024-05-12,2024-05-18,6,UPS,TRK141376,Shipped,
7366,7366,2024-05-06,2024-05-12,6,UPS,TRK874077,Shipped,
7564,7564,2024-05-29,2024-06-04,6,UPS,TRK352983,Shipped,
7681,7681,2023-12-24,2023-12-30,6,UPS,TRK107928,Shipped,
7699,7699,2024-06-18,2024-06-24,6,UPS,TRK369349,Shipped,
7726,7726,2023-11-12,2023-11-18,6,UPS,TRK221712,Shipped,
7870,7870,2024-03-14,2024-03-20,6,UPS,TRK105666,Shipped,
7915,7915,2024-05-06,2024-05-12,6,UPS,TRK701083,Shipped,
8038,8038,2024-02-17,2024-02-23,6,UPS,TRK881220,Shipped,
8047,8047,2024-01-21,2024-01-27,6,UPS,TRK857007,Shipped,
8137,8137,2024-09-23,2024-09-29,6,UPS,TRK753386,Shipped,
8272,8272,2024-05-15,2024-05-21,6,UPS,TRK377232,Shipped,
8320,8320,2024-07-08,2024-07-14,6,UPS,TRK020818,Shipped,
8410,8410,2024-06-19,2024-06-25,6,UPS,TRK635243,Shipped,
8512,8512,2023-12-19,2023-12-25,6,UPS,TRK952933,Shipped,
8608,8608,2023-11-26,2023-12-02,6,UPS,TRK798991,Shipped,
8629,8629,2023-12-07,2023-12-13,6,UPS,TRK921885,Shipped,
8638,8638,2024-07-29,2024-08-04,6,UPS,TRK481805,Shipped,
8716,8716,2024-02-25,2024-03-02,6,UPS,TRK996227,Shipped,
8770,8770,2023-12-13,2023-12-19,6,UPS,TRK047993,Shipped,
8794,8794,2023-11-15,2023-11-21,6,UPS,TRK321074,Shipped,
8863,8863,2023-11-20,2023-11-26,6,UPS,TRK645913,Shipped,
8920,8920,2024-09-19,2024-09-25,6,UPS,TRK389652,Shipped,
9112,9112,2024-02-28,2024-03-05,6,UPS,TRK197479,Shipped,
9193,9193,2023-12-10,2023-12-16,6,UPS,TRK469600,Shipped,
9226,9226,2024-09-03,2024-09-09,6,UPS,TRK775782,Shipped,
9250,9250,2023-11-26,2023-12-02,6,UPS,TRK487036,Shipped,
9277,9277,2024-05-11,2024-05-17,6,UPS,TRK532685,Shipped,
9286,9286,2024-03-16,2024-03-22,6,UPS,TRK851460,Shipped,
9385,9385,2024-04-11,2024-04-17,6,UPS,TRK968226,Shipped,
9580,9580,2024-04-20,2024-04-26,6,UPS,TRK085274,Shipped,
